S.N.,Symbol,Company,Units,Price,Opening Date,Closing Date,Last Closing Date,Listing Date,Issue Manager,Status,View
222,CSDBL,Cosmos Development Bank Limited,"175,000.00",100.00,2013-12-07,2013-12-11,2013-12-22,,Civil Capital Market Ltd.,Closed,
223,MTBL,Matribhumi Bikas Bank Limited,"154,000.00",100.00,2013-11-20,2013-11-25,2013-12-05,2014-01-27,Citizens Investment Trust and Civil Capital Market Ltd.,Closed,
224,NNLB,Naya Nepal Laghubitta Bikas Bank Limited,"60,000.00",100.00,2013-10-02,2013-10-06,2013-10-17,2014-01-24,NMB Capital Ltd.,Closed,
225,KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,"200,000.00",100.00,2013-09-18,2013-09-22,2013-10-03,2014-01-24,NMB Capital Ltd.,Closed,
226,SHPC,Sanima Mai Hydropower Limited,"2,110,000.00",100.00,2013-09-19,2013-09-23,2013-10-04,2014-01-14,NCM Merchant Banking Ltd.,Closed,
227,MSBBL,Manaslu Bikas Bank Limited,"360,000.00",100.00,2013-08-10,2013-08-13,2013-08-25,2013-11-26,Growmore Merchant Banker Ltd.,Closed,
228,HAMRO,Hamro Bikas Bank Limited,"180,300.00",100.00,2013-07-21,2013-07-24,2013-08-05,2013-10-01,Growmore Merchant Banker Ltd.,Closed,
229,RMDC,RMDC Laghubitta Bittiya Sanstha Limited,"1,560,000.00",100.00,2013-07-10,2013-07-14,2013-07-25,2013-10-01,Ace Capital Ltd.,Closed,
230,SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,"600,000.00",100.00,2013-07-06,2013-07-09,2013-07-21,2013-10-01,Elite Capital Ltd.,Closed,
231,MIDBL,Mission Development Bank Limited,"300,000.00",100.00,2013-05-29,2013-06-11,2013-06-23,2013-09-24,Growmore Merchant Banker Ltd.,Closed,
232,NBSL,Namaste Bittiya Sanstha Limited,"100,000.00",100.00,2013-06-06,2013-06-10,2013-06-21,2013-09-24,NMB Capital Ltd.,Closed,
233,GABL,Gaumukhee Bikas Bank Limited,"120,000.00",100.00,2013-06-11,2013-06-15,2013-06-26,2013-09-24,NMB Capital Ltd.,Closed,
234,MEGA,Mega Bank Nepal Limited,"6,990,000.00",100.00,2013-06-01,2013-06-04,2013-06-16,2013-09-02,"Nabil Investment Banking Ltd., Citizens Investment Turst Ltd. and NIBL Capital Markets Ltd.",Closed,
235,JHBL,Jhimruk Bikas Bank Limited,"160,000.00",100.00,2013-05-09,2013-05-13,2013-05-24,2013-09-04,Growmore Merchant Banker Ltd.,Closed,
236,SINDU,Sindhu Bikas Bank Limited,"490,000.00",100.00,2013-04-22,2013-04-27,2013-05-07,2013-09-01,Growmore Merchant Banker Ltd.,Closed,
237,NLG,NLG Insurance Company Limited,"675,000.00",100.00,2013-03-28,2013-04-01,2013-04-12,2013-07-17,Civil Capital Market Ltd.,Closed,
238,JEFL,Jebils Finance Limited,"980,000.00",100.00,2013-03-14,2013-03-18,2013-03-29,2013-10-01,NCM Merchant Banking Ltd. and Citizen Investment Trust,Closed,
239,CTBNL,Commerz &amp; Trust Bank Nepal Limited,"6,000,000.00",100.00,2013-02-16,2013-02-20,2013-02-02,2013-05-09,Growmore Merchant Banker Ltd.and Civil Capital Market Ltd.and Nabil Investment Banking Ltd. and Citizen Investment Trust Ltd.,Closed,
240,CBL,Civil Bank Limited,"8,000,000.00",100.00,2012-12-09,2012-12-12,2012-12-24,2013-02-22,"Nabil Investment Banking Ltd., Ace Capital Ltd., NCM Merchant banking Ltd.and Citizen Investment Trust",Closed,
241,CIVIC,Civic Development Bank Limited,"120,000.00",100.00,2012-11-21,2012-11-25,2012-12-06,2013-03-03,Growmore Merchant Banker Ltd.,Closed,
242,INDB,Innovative Development Bank Limited,"337,500.00",100.00,2012-09-26,2012-09-30,2012-10-11,2013-01-18,NMB Capital Ltd.,Closed,
243,INDBL,International Development Bank Limited,"1,920,000.00",100.00,2012-09-29,2012-10-02,2012-10-14,2013-03-14,NCM Merchant Banking Ltd. and Citizen Investment Trust,Closed,
244,Reliance,Old Reliance Finance Limited,"600,000.00",100.00,2012-09-22,2012-09-25,2012-10-07,,NCM Merchant Banking Ltd. and Citizen Investment Trust,Closed,
245,BRTBL,Bright Development Bank Limited,"420,000.00",100.00,2012-07-28,2012-09-02,2012-10-01,,Growmore Merchant Banker Ltd.,Closed,
246,KHDBL,Khandbari Development Bank Limited,"150,000.00",100.00,2012-08-07,2012-08-08,2012-09-09,2014-04-27,Growmore Merchant Banker Ltd.,Closed,
247,Paschimanchal,Paschimanchal Grameen Bikas Bank Limited,"340,000.00",100.00,2012-07-12,2012-07-16,2012-07-27,2012-10-12,Growmore Merchant Banker Ltd.,Closed,
248,RDBL,Rising Development Bank Limited,"600,000.00",100.00,2012-06-11,2012-06-14,2012-06-26,2012-10-15,Ace Capital Ltd.,Closed,
249,Lotus,Lotus Investment Finance Limited,"800,000.00",100.00,2012-06-09,2012-06-12,2012-06-24,,Civil Capital Market Ltd.,Closed,
250,PADBL,Pacific Development Bank Limitied,"210,000.00",100.00,2012-06-06,2012-06-10,2012-06-21,2012-10-10,Nabil Investment Banking Ltd.,Closed,
251,GULMI,Gulmi Bikas Bank Limited,"75,000.00",100.00,2012-05-16,2012-05-20,2012-05-29,2012-08-09,Growmore Merchant Banker Ltd.,Closed,
252,KADBL,Kanchan Development Bank Limited,"300,000.00",100.00,2012-05-28,2012-05-31,2012-06-12,2014-07-18,Elite Capital Ltd.,Closed,
253,TDBL,Tourism Development Bank Limited,"2,400,000.00",100.00,2012-05-19,2012-05-22,2012-06-03,2012-08-09,NCM Merchant Banking Ltd. and Citizen Investment Trust,Closed,
254,METRO,Metro Development Bank Limited,"300,000.00",100.00,2012-05-06,2012-05-09,2012-05-21,2012-10-10,NCM merchant Banking Ltd.,Closed,
255,JBNL,Janata Bank Nepal Limited,"6,000,000.00",100.00,2012-04-28,2012-05-02,2012-05-13,2012-07-08,Civil Capital Market Ltd.and Citizen Investment Trust,Closed,
256,NCDBL,Nepal Consumer Development Bank Limited,"600,000.00",100.00,2012-04-21,2012-04-24,2012-05-07,2012-08-27,NMB Capital Ltd.,Closed,
257,SMFDB,Summit Laghubitta Bittiya Sanstha Limited,"75,000.00",100.00,2012-04-14,2012-04-18,2012-04-29,2012-07-10,Civil Capital Market Ltd.,Closed,
258,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,"300,000.00",100.00,2012-04-04,2012-04-08,2012-04-19,2012-06-03,Ace Capital Ltd.,Closed,
259,MFIL,Manjushree Finance Limited,"600,000.00",100.00,2012-02-22,2012-02-26,2012-03-09,2012-10-15,NCM merchant Banking Ltd.,Closed,
260,BGDBL,Bagmati Development Bank Limited,"235,000.00",100.00,2012-01-21,2012-01-29,2012-02-21,2012-05-18,Civil Capital Market Ltd.,Closed,
261,BHBL,Bhargav Bikash Bank Limited,"400,000.00",100.00,2011-08-10,2011-08-15,2011-08-25,2012-03-26,NMB Capital Ltd,Closed,
